Close,High,Open,Low,Volume
2003.369995,2003.380005,1998.449951,1994.650024,2259130000
2002.280029,2006.119995,2004.069946,1994.849976,2819980000
2000.719971,2009.280029,2003.569946,1998.140015,2809980000
1997.650024,2011.170044,2001.670044,1992.540039,3072410000
2007.709961,2007.709961,1998,1990.099976,2818300000
2001.540039,2007.170044,2007.170044,1995.599976,2789090000
1988.439941,2001.01001,2000.72998,1984.609985,2882830000
1995.689941,1996.660034,1988.410034,1982.98999,2912430000
1997.449951,1997.650024,1992.849976,1985.930054,2941690000
1985.540039,1996.73999,1996.73999,1980.26001,3206570000
1984.130005,1987.180054,1986.040039,1978.47998,2776530000
1998.97998,2002.280029,1981.930054,1979.060059,3160310000
2001.569946,2010.73999,1999.300049,1993.290039,3209420000
2011.359985,2012.339966,2003.069946,2003.069946,3235340000
2010.400024,2019.26001,2012.73999,2006.589966,4880220000
1994.290039,2009.079956,2009.079956,1991.01001,3349670000
1982.77002,1995.410034,1992.780029,1982.77002,3279350000
1998.300049,1999.790039,1983.339966,1978.630005,3313850000
1965.98999,1997.319946,1997.319946,1965.98999,3273050000
1982.849976,1986.369995,1966.219971,1966.219971,2929440000
1977.800049,1981.280029,1978.959961,1964.040039,3094440000
1972.290039,1985.170044,1978.209961,1968.959961,3951100000
1946.160034,1971.439941,1971.439941,1941.719971,4188590000
1946.170044,1952.319946,1945.829956,1926.030029,4012510000
1967.900024,1971.189941,1948.119995,1948.119995,3560970000
1964.819946,1977.839966,1970.01001,1958.430054,3358220000
1935.099976,1962.359985,1962.359985,1934.869995,3687870000
1968.890015,1970.359985,1935.550049,1925.25,4441890000
1928.209961,1967.680054,1967.680054,1927.560059,4344020000
1906.130005,1936.97998,1925.630005,1906.050049,4550540000
1874.73999,1912.089966,1905.650024,1874.140015,4352580000
1877.699951,1898.709961,1877.109985,1871.790039,4812010000
1862.48999,1874.180054,1874.180054,1820.660034,6090800000
1862.76001,1876.01001,1855.949951,1835.02002,5073150000
1886.76001,1898.160034,1864.910034,1864.910034,4482120000
1904.01001,1905.030029,1885.619995,1882.300049,3331210000
1941.280029,1942.449951,1909.380005,1909.380005,3987090000
1927.109985,1949.310059,1941.290039,1926.829956,3761930000
1950.819946,1961.949951,1931.02002,1931.02002,3789250000
1964.579956,1965.27002,1951.589966,1946.27002,3078380000
1961.630005,1964.640015,1962.969971,1951.369995,3538860000
1985.050049,1985.050049,1964.140015,1964.140015,3653260000
1982.300049,1991.400024,1983.290039,1969.040039,3740350000
1994.650024,1999.400024,1979.48999,1974.75,3586150000
2018.050049,2018.189941,2001.199951,2001.199951,4292290000
2017.810059,2024.459961,2018.209961,2013.680054,3555440000
2012.099976,2015.97998,2015.810059,2001.01001,3956260000
2023.569946,2023.77002,2015.290039,2014.420044,3766590000
2031.209961,2031.609985,2023.329956,2015.859985,3669770000
2031.920044,2034.26001,2032.359985,2025.069946,3704280000
2038.26001,2038.699951,2032.01001,2030.170044,3284940000
2039.680054,2041.280029,2038.199951,2035.280029,2958320000
2038.25,2040.329956,2037.75,2031.949951,3246650000
2039.329956,2046.180054,2039.209961,2030.439941,3455270000
2039.819946,2042.219971,2039.73999,2035.199951,3227130000
2041.319946,2043.069946,2038.290039,2034.459961,3152890000
2051.800049,2056.080078,2041.47998,2041.47998,3416190000
2048.719971,2052.139893,2051.159912,2040.369995,3390850000
2052.75,2053.840088,2045.869995,2040.48999,3128290000
2063.5,2071.459961,2057.459961,2056.75,3916420000
2069.409912,2070.169922,2065.070068,2065.070068,3128060000
2067.030029,2074.209961,2070.149902,2064.75,3392940000
2072.830078,2073.290039,2067.360107,2066.620117,2745260000
2067.560059,2075.76001,2074.780029,2065.060059,2504640000
2053.439941,2065.780029,2065.780029,2049.570068,4159010000
2066.550049,2068.77002,2053.77002,2053.77002,3686650000
2074.330078,2076.280029,2067.449951,2066.649902,3612680000
2071.919922,2077.340088,2073.639893,2062.340088,3408340000
2075.370117,2079.469971,2072.780029,2070.810059,3419620000
2060.310059,2075.780029,2074.840088,2054.27002,3800990000
2059.820068,2060.600098,2056.550049,2034.170044,3970150000
2026.140015,2058.860107,2058.860107,2024.26001,4114440000
2035.329956,2055.530029,2027.920044,2027.920044,3917950000
2002.329956,2032.25,2030.359985,2002.329956,4157650000
1989.630005,2018.689941,2005.030029,1982.26001,4361990000
1972.73999,2016.890015,1986.709961,1972.560059,4958680000
2012.890015,2016.75,1973.77002,1973.77002,4942370000
2061.22998,2061.22998,2018.97998,2018.97998,4703380000
2070.649902,2077.850098,2061.040039,2061.030029,6465530000
2078.540039,2078.76001,2069.280029,2069.280029,3369520000
2082.169922,2086.72998,2081.47998,2079.77002,3043950000
2081.879883,2087.560059,2083.25,2081.860107,1416980000
2088.77002,2092.699951,2084.300049,2084.300049,1735230000
2090.570068,2093.550049,2087.629883,2085.75,2452360000
2080.350098,2088.48999,2088.48999,2079.530029,2440280000
2058.899902,2085.580078,2082.110107,2057.939941,2606070000
2058.199951,2072.360107,2058.899902,2046.040039,2708700000
2020.579956,2054.439941,2054.439941,2017.339966,3799120000
2002.609985,2030.25,2022.150024,1992.439941,4460110000
2025.900024,2029.609985,2005.550049,2005.550049,3805480000
2062.139893,2064.080078,2030.609985,2030.609985,3934010000
2044.810059,2064.429932,2063.449951,2038.329956,3364140000
2028.26001,2049.300049,2046.130005,2022.579956,3456460000
2023.030029,2056.929932,2031.579956,2008.25,4107300000
2011.27002,2018.400024,2018.400024,1988.439941,4378680000
1992.670044,2021.349976,2013.75,1991.469971,4276720000
2019.420044,2020.459961,1992.25,1988.119995,4056410000
2022.550049,2028.939941,2020.76001,2004.48999,3944340000
2032.119995,2038.290039,2020.189941,2012.040039,3730070000
2063.149902,2064.620117,2034.300049,2026.380005,4176050000
2051.820068,2062.97998,2062.97998,2050.540039,3573560000
2057.090088,2057.620117,2050.419922,2040.969971,3465760000
2029.550049,2047.859985,2047.859985,2019.910034,3329810000
2002.160034,2042.48999,2032.339966,2001.48999,4067530000
2021.25,2024.640015,2002.449951,1989.180054,4127140000
1994.98999,2023.319946,2019.349976,1993.380005,4568650000
2020.849976,2021.660034,1996.670044,1980.900024,4008330000
2050.030029,2050.300049,2022.709961,2022.709961,4615900000
2041.51001,2054.73999,2048.860107,2036.719971,4141920000
2062.52002,2063.550049,2043.449951,2043.449951,3821990000
2055.469971,2072.399902,2062.280029,2049.969971,4232970000
2046.73999,2056.159912,2053.469971,2041.880005,3549540000
2068.590088,2070.860107,2049.379883,2048.620117,3669850000
2068.530029,2073.47998,2068.550049,2057.98999,3596860000
2088.47998,2088.530029,2069.97998,2069.97998,3788350000
2096.98999,2097.030029,2088.780029,2086.699951,3527450000
2100.340088,2101.300049,2096.469971,2089.800049,3361750000
2099.679932,2100.22998,2099.159912,2092.149902,3370020000
2097.449951,2102.129883,2099.25,2090.790039,3247100000
2110.300049,2110.610107,2097.649902,2085.439941,3281600000
2109.659912,2110.050049,2109.830078,2103,3093680000
2115.47998,2117.939941,2109.100098,2105.870117,3199840000
2113.860107,2119.590088,2115.300049,2109.889893,3312340000
2110.73999,2113.909912,2113.909912,2103.76001,3408690000
2104.5,2112.73999,2110.879883,2103.75,3547380000
2117.389893,2117.52002,2105.22998,2104.5,3409490000
2107.780029,2115.76001,2115.76001,2098.26001,3262300000
2098.530029,2107.719971,2107.719971,2094.48999,3421110000
2101.040039,2104.25,2098.540039,2095.219971,3103030000
2071.26001,2100.909912,2100.909912,2067.27002,3853570000
2079.429932,2083.48999,2072.25,2072.209961,3349090000
2044.160034,2076.139893,2076.139893,2044.160034,3668900000
2040.23999,2050.080078,2044.689941,2039.689941,3406570000
